vid,title,category,embed,thumbnail,channel,tag
uQFpltTQgSE,Deep Learning Full Course  Super resolution; Image segmentation with Unet || Lesson 14,Deep Learning,"<iframe src=""https://www.youtube.com/embed/uQFpltTQgSE&t=5s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/uQFpltTQgSE&t=5s/hqdefault.jpg,Geek's Lesson,
2IF4xkBBTzQ,Deep Learning Full Course - Image Enhancement || Deep learning - part 13,Deep Learning,"<iframe src=""https://www.youtube.com/embed/2IF4xkBBTzQ&t=52s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/2IF4xkBBTzQ&t=52s/hqdefault.jpg,Geek's Lesson,
BeuVfG8MOVk,Deep Learning Full Course - Generative Adversarial Networks GANs || Deep Learning - part 12,Deep Learning,"<iframe src=""https://www.youtube.com/embed/BeuVfG8MOVk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/BeuVfG8MOVk/hqdefault.jpg,Geek's Lesson,
uB9HZjPJc0g,Deep Learning Full Course - Neural Translation || Deep Learning - part 11,Deep Learning,"<iframe src=""https://www.youtube.com/embed/uB9HZjPJc0g"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/uB9HZjPJc0g/hqdefault.jpg,Geek's Lesson,
mswiXIcb0Wk,Deep Learning Full Course - NLP Classification and Translation || Deep Learning - part 10,Deep Learning,"<iframe src=""https://www.youtube.com/embed/mswiXIcb0Wk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/mswiXIcb0Wk/hqdefault.jpg,Geek's Lesson,
YyVrSSsV3Q8,Deep Learning for Beginner - Advance Full Course - Multi object detection - Part 9,Deep Learning,"<iframe src=""https://www.youtube.com/embed/YyVrSSsV3Q8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/YyVrSSsV3Q8/hqdefault.jpg,Geek's Lesson,
YiL4BlSFRlg,Deep Learning for Beginner to Advance Full course || Deep learning - part 8  Single object detection,Deep Learning,"<iframe src=""https://www.youtube.com/embed/YiL4BlSFRlg"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/YiL4BlSFRlg/hqdefault.jpg,Geek's Lesson,
pGeeODrxuMc,Deep Learning for Beginner to Advance Full course || Deep learning tutorial - part 7,Deep Learning,"<iframe src=""https://www.youtube.com/embed/pGeeODrxuMc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/pGeeODrxuMc/hqdefault.jpg,Geek's Lesson,
iNUvuRxW82Y,Deep Learning for Beginner to Advance Full course || Deep learning tutorial - part 6,Deep Learning,"<iframe src=""https://www.youtube.com/embed/iNUvuRxW82Y"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/iNUvuRxW82Y/hqdefault.jpg,Geek's Lesson,
LnbpnIodxXA,Deep Learning for Beginner to Advance Full course || Deep learning tutorial - part 5,Deep Learning,"<iframe src=""https://www.youtube.com/embed/LnbpnIodxXA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/LnbpnIodxXA/hqdefault.jpg,Geek's Lesson,
LkqcMaAVDwo,Deep Learning for Beginner to Advance || Deep Learning Tutorial - Part 4,Deep Learning,"<iframe src=""https://www.youtube.com/embed/LkqcMaAVDwo"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/LkqcMaAVDwo/hqdefault.jpg,Geek's Lesson,
mH3FtiY6AKc,Deep Learning for Beginner to Advance || Deep Learning - Part 3,Deep Learning,"<iframe src=""https://www.youtube.com/embed/mH3FtiY6AKc&t=9s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/mH3FtiY6AKc&t=9s/hqdefault.jpg,Geek's Lesson,
JHbY96fte9c,Deep Learning for Beginner to Advance || Deep Learning - Part 2,Deep Learning,"<iframe src=""https://www.youtube.com/embed/JHbY96fte9c"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/JHbY96fte9c/hqdefault.jpg,Geek's Lesson,
80L4pE1X_oQ,Machine Learning in JavaScript TensorFlow.js,Machine Learning,"<iframe src=""https://www.youtube.com/embed/80L4pE1X_oQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/80L4pE1X_oQ/hqdefault.jpg,Geek's Lesson,
gNV9EqwXCpw,Complete Data Science Overview By Microsoft || Data Science for Beginners || What is Data Science,Data Science,"<iframe src=""https://www.youtube.com/embed/gNV9EqwXCpw&t=53s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/gNV9EqwXCpw&t=53s/hqdefault.jpg,Geek's Lesson,
6MYF6Zo6i6A,Complete IT Security Course By Google || Cyber Security Full Course for Beginner,Security,"<iframe src=""https://www.youtube.com/embed/6MYF6Zo6i6A&t=2s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/6MYF6Zo6i6A&t=2s/hqdefault.jpg,Geek's Lesson,
DKDXFRlyHkc,C++ Programming For Beginners  9:  Memory Management,C++,"<iframe src=""https://www.youtube.com/embed/DKDXFRlyHkc&t=31s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/DKDXFRlyHkc&t=31s/hqdefault.jpg,Geek's Lesson,
WPjdTzrIg10,C++ Programming For Beginners   10  Pointers,C++,"<iframe src=""https://www.youtube.com/embed/WPjdTzrIg10&t=11s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/WPjdTzrIg10&t=11s/hqdefault.jpg,Geek's Lesson,
U-OSbbqSHAA,C++ Programming For Beginners   11:  References,C++,"<iframe src=""https://www.youtube.com/embed/U-OSbbqSHAA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/U-OSbbqSHAA/hqdefault.jpg,Geek's Lesson,
pBuPeC4w_cE,C++ Programming For Beginners   8  Vectors,C++,"<iframe src=""https://www.youtube.com/embed/pBuPeC4w_cE&t=11s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/pBuPeC4w_cE&t=11s/hqdefault.jpg,Geek's Lesson,
hs3uhXz6BNk,C++ Programming For Beginners   7  Arrays,C++,"<iframe src=""https://www.youtube.com/embed/hs3uhXz6BNk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/hs3uhXz6BNk/hqdefault.jpg,Geek's Lesson,
iFet7PUsT4Y,C++ Programming For Beginners   6  Virtual Functions,C++,"<iframe src=""https://www.youtube.com/embed/iFet7PUsT4Y"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/iFet7PUsT4Y/hqdefault.jpg,Geek's Lesson,
Ngs6_5E9I7Q,C++ Programming For Beginners   5  Class Inheritance,C++,"<iframe src=""https://www.youtube.com/embed/Ngs6_5E9I7Q&t=7s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/Ngs6_5E9I7Q&t=7s/hqdefault.jpg,Geek's Lesson,
YU8uQGcEO6k,C++ Programming For Beginners   4  Classes,C++,"<iframe src=""https://www.youtube.com/embed/YU8uQGcEO6k&t=2s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/YU8uQGcEO6k&t=2s/hqdefault.jpg,Geek's Lesson,
0jNC-a36t-U,C++ Programming For Beginners   2  Statements,C++,"<iframe src=""https://www.youtube.com/embed/0jNC-a36t-U&t=3s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/0jNC-a36t-U&t=3s/hqdefault.jpg,Geek's Lesson,
OG16PUG2IMQ,C++ Programming For Beginners   3  Functions,C++,"<iframe src=""https://www.youtube.com/embed/OG16PUG2IMQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/OG16PUG2IMQ/hqdefault.jpg,Geek's Lesson,
Ief9S7d5V5U,C++ Programming For Beginners   1  ::  Explanation on  - Variables,C++,"<iframe src=""https://www.youtube.com/embed/Ief9S7d5V5U"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/Ief9S7d5V5U/hqdefault.jpg,Geek's Lesson,
0N4D11z6TXE,C++ Programming For Beginners 0 : Introduction to C++  Getting Started,C++,"<iframe src=""https://www.youtube.com/embed/0N4D11z6TXE&t=53s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/0N4D11z6TXE&t=53s/hqdefault.jpg,Geek's Lesson,
J1_A-rdNBNQ,Complete Machine Learning Course for Beginners || Machine Learning Tutorial for Beginners,Machine Learning,"<iframe src=""https://www.youtube.com/embed/J1_A-rdNBNQ&t=10s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/J1_A-rdNBNQ&t=10s/hqdefault.jpg,Geek's Lesson,
Vpuv9Cq41K0,Practical Statistics Full Course || Learn Statistics with Examples,Statistics,"<iframe src=""https://www.youtube.com/embed/Vpuv9Cq41K0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/Vpuv9Cq41K0/hqdefault.jpg,My CS,new
0vvUkancccU,Information Security Tutorial,Security,"<iframe src=""https://www.youtube.com/embed/0vvUkancccU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/0vvUkancccU/hqdefault.jpg,My CS,new
gXEXfYaxlDs,Network Security Tutorial Course for Beginners,Security,"<iframe src=""https://www.youtube.com/embed/gXEXfYaxlDs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/gXEXfYaxlDs/hqdefault.jpg,My CS,new
SPvY6l6mYBs,Data Analysis with Python || Python Data Analysis,Python,"<iframe src=""https://www.youtube.com/embed/SPvY6l6mYBs&t=18s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/SPvY6l6mYBs&t=18s/hqdefault.jpg,My CS,
5vsMjvS_TOI,Analysis of Variance (ANOVA) Overview in Statistics,Statistics,"<iframe src=""https://www.youtube.com/embed/5vsMjvS_TOI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/5vsMjvS_TOI/hqdefault.jpg,My CS,
0PbTi_Prpgs,Computer Networking Complete Course - Basic to Advanced,Networking,"<iframe src=""https://www.youtube.com/embed/0PbTi_Prpgs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/0PbTi_Prpgs/hqdefault.jpg,My CS,
5jIIOkA0NpI,Linux Tutorial For Beginners || Linux Command Line Tutorial,Linux,"<iframe src=""https://www.youtube.com/embed/5jIIOkA0NpI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/5jIIOkA0NpI/hqdefault.jpg,My CS,
xBFnYt61NYs,Biostatistics Tutorial Full course for Beginners to Experts,Statistics,"<iframe src=""https://www.youtube.com/embed/xBFnYt61NYs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/xBFnYt61NYs/hqdefault.jpg,My CS,best
_F7_zB3BYQ0,Algebra for Beginners | Algebra Full Course,Algebra,"<iframe src=""https://www.youtube.com/embed/_F7_zB3BYQ0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/_F7_zB3BYQ0/hqdefault.jpg,My CS,best
ZUJftlqr0LY,Python Tutorial for Beginners [Full Course] - Learn Python Full Course [2020],Python,"<iframe src=""https://www.youtube.com/embed/ZUJftlqr0LY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/ZUJftlqr0LY/hqdefault.jpg,My CS,
y9LJoa79GEk,Cyber Security for beginners || Introduction to Cybersecurity,Security,"<iframe src=""https://www.youtube.com/embed/y9LJoa79GEk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/y9LJoa79GEk/hqdefault.jpg,My CS,
iaeLv-ilMA0,Probability statistics tutorial || Probability for data science,Statistics,"<iframe src=""https://www.youtube.com/embed/iaeLv-ilMA0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/iaeLv-ilMA0/hqdefault.jpg,My CS,
tVQZvJwi-ec,Mathematics for Machine Learning: Linear Algebra || Linear Algebra for Machine Learning,Machine Learning,"<iframe src=""https://www.youtube.com/embed/tVQZvJwi-ec"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/tVQZvJwi-ec/hqdefault.jpg,My CS,best
O4pJeXgOJDs,CompTIA Security+ Full Course,Security,"<iframe src=""https://www.youtube.com/embed/O4pJeXgOJDs&t=10s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/O4pJeXgOJDs&t=10s/hqdefault.jpg,My CS,
MZzBF4Z7gt4,Database Storage Full Course,Database,"<iframe src=""https://www.youtube.com/embed/MZzBF4Z7gt4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/MZzBF4Z7gt4/hqdefault.jpg,My CS,
TaqFeaAEtvM,Probability for Quantum Mechanics,Quantum,"<iframe src=""https://www.youtube.com/embed/TaqFeaAEtvM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/TaqFeaAEtvM/hqdefault.jpg,My CS,
R3VlD0ohKwc,Linear Algebra for Beginners,Algebra,"<iframe src=""https://www.youtube.com/embed/R3VlD0ohKwc&t=1s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/R3VlD0ohKwc&t=1s/hqdefault.jpg,My CS,
z8K4p1ffQek,Quantum Computing for Beginners | How to get started with Quantum Computing,Quantum,"<iframe src=""https://www.youtube.com/embed/z8K4p1ffQek"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/z8K4p1ffQek/hqdefault.jpg,My CS,
wqPGUdNjSP8,Python Programming  Full Course for Beginners | Basic to Advance,Python,"<iframe src=""https://www.youtube.com/embed/wqPGUdNjSP8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/wqPGUdNjSP8/hqdefault.jpg,My CS,
xV-S0iC0mEY,Data Science with R for Beginners,Data Science,"<iframe src=""https://www.youtube.com/embed/xV-S0iC0mEY"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/xV-S0iC0mEY/hqdefault.jpg,My CS,
QQCMOc8yB70,Quantum Physics Full Course | Quantum Mechanics Course | Part 2,Quantum,"<iframe src=""https://www.youtube.com/embed/QQCMOc8yB70"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/QQCMOc8yB70/hqdefault.jpg,My CS,
klxMhulYUQk,R programming for Beginners | R programming for data Science,Data Science,"<iframe src=""https://www.youtube.com/embed/klxMhulYUQk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/klxMhulYUQk/hqdefault.jpg,My CS,
w-gQWNQB7pA,Curve fitting in Python | Data Analysis Tutorial: Curve fitting,Python,"<iframe src=""https://www.youtube.com/embed/w-gQWNQB7pA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/w-gQWNQB7pA/hqdefault.jpg,My CS,
n50wMA9Lct8,Learn Machine Learning: FULL Course for Beginners [Without Math],Machine Learning,"<iframe src=""https://www.youtube.com/embed/n50wMA9Lct8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/n50wMA9Lct8/hqdefault.jpg,My CS,
jHX0iHh6G1Q,Data Science Full Course for Beginner | Data Science Tutorial,Data Science,"<iframe src=""https://www.youtube.com/embed/jHX0iHh6G1Q"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/jHX0iHh6G1Q/hqdefault.jpg,My CS,
j31xawnfvXs,Practical Python Programming from Basic to Advance| Python Programming Full Course,Python,"<iframe src=""https://www.youtube.com/embed/j31xawnfvXs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/j31xawnfvXs/hqdefault.jpg,My CS,
74oUwKezFho,Statistics full Course for Beginner | Statistics for Data Science,Statistics,"<iframe src=""https://www.youtube.com/embed/74oUwKezFho"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/74oUwKezFho/hqdefault.jpg,My CS,
mzsXqD9-Gl4,Machine Learning Optimization course: How Optimization for Machine Learning works?,Machine Learning,"<iframe src=""https://www.youtube.com/embed/mzsXqD9-Gl4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/mzsXqD9-Gl4/hqdefault.jpg,My CS,
87jyeklhTH8,Data visualization with plotly | Python Plotly Tutorial,Python,"<iframe src=""https://www.youtube.com/embed/87jyeklhTH8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/87jyeklhTH8/hqdefault.jpg,My CS,
qdoJ67-bDs4,Machine Learning Algorithms Full Course | Learn About How ML Algorithms Works!,Machine Learning,"<iframe src=""https://www.youtube.com/embed/qdoJ67-bDs4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/qdoJ67-bDs4/hqdefault.jpg,My CS,
U_P23SqJaDc,Cyber Security Full Course for Beginner,Security,"<iframe src=""https://www.youtube.com/embed/U_P23SqJaDc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/U_P23SqJaDc/hqdefault.jpg,My CS,best
BqHpkek-0kc,"How optimization for machine learning works, part 1",Machine Learning,"<iframe src=""https://www.youtube.com/embed/BqHpkek-0kc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/BqHpkek-0kc/hqdefault.jpg,My CS,
7X0eN8Yu1Es,"How optimization for machine learning works, part 2",Machine Learning,"<iframe src=""https://www.youtube.com/embed/7X0eN8Yu1Es"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/7X0eN8Yu1Es/hqdefault.jpg,My CS,
3Q6tKuh2erk,How optimization for machine learning works - part 3,Machine Learning,"<iframe src=""https://www.youtube.com/embed/3Q6tKuh2erk"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/3Q6tKuh2erk/hqdefault.jpg,My CS,
F2Gez6CAwDU,"How optimization for machine learning works, part 4",Machine Learning,"<iframe src=""https://www.youtube.com/embed/F2Gez6CAwDU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/F2Gez6CAwDU/hqdefault.jpg,My CS,
IqidVlSMrI8,AI + Machine Learning for  NET Developers,Machine Learning,"<iframe src=""https://www.youtube.com/embed/IqidVlSMrI8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/IqidVlSMrI8/hqdefault.jpg,My CS,
idp6SZsBLQg,What is ML NET? Machine Learning in  NET - ML NET.,Machine Learning,"<iframe src=""https://www.youtube.com/embed/idp6SZsBLQg"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/idp6SZsBLQg/hqdefault.jpg,My CS,
janq4f_TvLc,Machine Learning Full Course  -  Lesson 11,Machine Learning,"<iframe src=""https://www.youtube.com/embed/janq4f_TvLc"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/janq4f_TvLc/hqdefault.jpg,My CS,
ocTwqjmrh1o,Intro to Machine Learning -  Lesson 7,Machine Learning,"<iframe src=""https://www.youtube.com/embed/ocTwqjmrh1o"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/ocTwqjmrh1o/hqdefault.jpg,My CS,
pjYNUSAmyFQ,Machine Learning Full Course -  Lesson 12,Machine Learning,"<iframe src=""https://www.youtube.com/embed/pjYNUSAmyFQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/pjYNUSAmyFQ/hqdefault.jpg,My CS,
jDJsT3zm-NE,Machine Learning full course - Intro to Machine Learning  Lesson 2,Machine Learning,"<iframe src=""https://www.youtube.com/embed/jDJsT3zm-NE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/jDJsT3zm-NE/hqdefault.jpg,My CS,
TddYzaNaTi4,Intro to Machine Learning - Lesson 3,Machine Learning,"<iframe src=""https://www.youtube.com/embed/TddYzaNaTi4"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/TddYzaNaTi4/hqdefault.jpg,My CS,
zKkcQSWNJYU,Machine Learning  Full course  -  Lesson 10,Machine Learning,"<iframe src=""https://www.youtube.com/embed/zKkcQSWNJYU"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/zKkcQSWNJYU/hqdefault.jpg,My CS,
igQz1faaAgM,Machine Learning  Full course  -  Lesson 4,Machine Learning,"<iframe src=""https://www.youtube.com/embed/igQz1faaAgM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/igQz1faaAgM/hqdefault.jpg,My CS,
9L5IHWTVyEs,Machine Learning Course || Intro to Machine Learning  Lesson 1,Machine Learning,"<iframe src=""https://www.youtube.com/embed/9L5IHWTVyEs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/9L5IHWTVyEs/hqdefault.jpg,My CS,
238qyaVR1zs,Machine Learning  Full course  -  Lesson 8,Machine Learning,"<iframe src=""https://www.youtube.com/embed/238qyaVR1zs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/238qyaVR1zs/hqdefault.jpg,My CS,
fOH7LnXVInA,Machine Learning  Full course  -  Lesson 6,Machine Learning,"<iframe src=""https://www.youtube.com/embed/fOH7LnXVInA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/fOH7LnXVInA/hqdefault.jpg,My CS,
5DkDF-DO4Bg,Machine Learning full course - Lesson 5 || Machine Learning for Beginner,Machine Learning,"<iframe src=""https://www.youtube.com/embed/5DkDF-DO4Bg"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/5DkDF-DO4Bg/hqdefault.jpg,My CS,
p6hSelYbIqA,Machine Learning  Full course  -  Lesson 9,Machine Learning,"<iframe src=""https://www.youtube.com/embed/p6hSelYbIqA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/p6hSelYbIqA/hqdefault.jpg,My CS,
