vid,title,category,embed,thumbnail,channel,tag
2pv7Eq2s4cw,Intro to the Python Data Model and Pythonic Programming,Python,"<iframe src=""https://www.youtube.com/embed/2pv7Eq2s4cw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/2pv7Eq2s4cw/hqdefault.jpg,My CS,
V6bji_r3gks,How Python Loop Works Under the Hood. A Deeper look at iteration in Python,Python,"<iframe src=""https://www.youtube.com/embed/V6bji_r3gks"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/V6bji_r3gks/hqdefault.jpg,My CS,
zKs7ApaDh5w,Learn maths with python! || How to learn Mathematics with Python programming?,Python,"<iframe src=""https://www.youtube.com/embed/zKs7ApaDh5w"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/zKs7ApaDh5w/hqdefault.jpg,My CS,
7mIMeQer3XM,How to trace Python code? || Running Python on your brain computer,Python,"<iframe src=""https://www.youtube.com/embed/7mIMeQer3XM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/7mIMeQer3XM/hqdefault.jpg,My CS,
DATmKeLCSA0,"Raspberry Pi project || Automating Your Home with Python, Raspberry Pi and Homekit   YouTube",Python,"<iframe src=""https://www.youtube.com/embed/DATmKeLCSA0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/DATmKeLCSA0/hqdefault.jpg,My CS,
ty1d5KQ4cJA,Easier Python Classes ||  Python Classes Without All the Cruft,Python,"<iframe src=""https://www.youtube.com/embed/ty1d5KQ4cJA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/ty1d5KQ4cJA/hqdefault.jpg,My CS,
H-u2X7pWc2o,Generating Music with Python and FoxDot || Foxdot Tutorial,Python,"<iframe src=""https://www.youtube.com/embed/H-u2X7pWc2o"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/H-u2X7pWc2o/hqdefault.jpg,My CS,
oEwbVjuPCv0,How to Get Started with Deep Learning? Easy and Fast way\/,Deep Learning,"<iframe src=""https://www.youtube.com/embed/oEwbVjuPCv0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/oEwbVjuPCv0/hqdefault.jpg,My CS,
ZylVZ_vPS_A,Natural Language Processing in Python || Natural Language Processing Tutorial,Python,"<iframe src=""https://www.youtube.com/embed/ZylVZ_vPS_A"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/ZylVZ_vPS_A/hqdefault.jpg,My CS,
EcjOP77yGnw,"DeepMind's WaveNet   How it works, and how it is evolving || TensorFlow and Deep Learning",Deep Learning,"<iframe src=""https://www.youtube.com/embed/EcjOP77yGnw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/EcjOP77yGnw/hqdefault.jpg,My CS,
HdJxkXSzpXQ,The TensorFlow library for developing GAN models - TensorFlow and Deep Learning,Deep Learning,"<iframe src=""https://www.youtube.com/embed/HdJxkXSzpXQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/HdJxkXSzpXQ/hqdefault.jpg,My CS,
WCRKXB4L3SE,How to Build and deploy Tensorflow models on mobile platforms || TensorFlow and Deep Learning Talk,Deep Learning,"<iframe src=""https://www.youtube.com/embed/WCRKXB4L3SE"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/WCRKXB4L3SE/hqdefault.jpg,My CS,
V7CNPlJUIvs,TensorFlow Project || Eye Tracking Application   TensorFlow and Deep Learning,Deep Learning,"<iframe src=""https://www.youtube.com/embed/V7CNPlJUIvs"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/V7CNPlJUIvs/hqdefault.jpg,My CS,
wE8E5EuPTQw,Generative Adversarial Network (GAN) - TensorFlow and Deep Learning,Deep Learning,"<iframe src=""https://www.youtube.com/embed/wE8E5EuPTQw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/wE8E5EuPTQw/hqdefault.jpg,My CS,
Y0lOSahypII,Deep Learning with Python & TensorFlow || Deep Learning with TensorFlow,Deep Learning,"<iframe src=""https://www.youtube.com/embed/Y0lOSahypII"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/Y0lOSahypII/hqdefault.jpg,My CS,
hKbHw6vjb3Y,Machine Learning Approaches || Five strategies to build machine learning model,Machine Learning,"<iframe src=""https://www.youtube.com/embed/hKbHw6vjb3Y"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/hKbHw6vjb3Y/hqdefault.jpg,My CS,
b8L-nxjucQQ,What is Deep Learning? || Deep Learning Overview,Deep Learning,"<iframe src=""https://www.youtube.com/embed/b8L-nxjucQQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/b8L-nxjucQQ/hqdefault.jpg,My CS,
TJhh8WuF5mI,Writing Awesome Command Line Programs in Python,Python,"<iframe src=""https://www.youtube.com/embed/TJhh8WuF5mI"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/TJhh8WuF5mI/hqdefault.jpg,My CS,
3A3wakgZ_yQ,Working with real time data streams in Python on IoT devices,Python,"<iframe src=""https://www.youtube.com/embed/3A3wakgZ_yQ"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/3A3wakgZ_yQ/hqdefault.jpg,My CS,
dknnIrrj7xo,How to Write faster Code in Python || Most efficient way to write Faster Code in Python,Python,"<iframe src=""https://www.youtube.com/embed/dknnIrrj7xo"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/dknnIrrj7xo/hqdefault.jpg,My CS,
PkfVKvru-Ug,Python Game Development || Python powered game development with Unreal Engine 4,Python,"<iframe src=""https://www.youtube.com/embed/PkfVKvru-Ug"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/PkfVKvru-Ug/hqdefault.jpg,My CS,
CeEruA1m92k,How to use Python for Web Scraping Wunderground for Interactive Analysis & Visualization,Python,"<iframe src=""https://www.youtube.com/embed/CeEruA1m92k"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/CeEruA1m92k/hqdefault.jpg,My CS,
5bNQ5OtH-lo,How to Use Generators in Python || Python tutorial,Python,"<iframe src=""https://www.youtube.com/embed/5bNQ5OtH-lo"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/5bNQ5OtH-lo/hqdefault.jpg,My CS,
DvXgrAnrvSo,Python's Built In 'logging' Module || Python Tutorial for Beginners,Python,"<iframe src=""https://www.youtube.com/embed/DvXgrAnrvSo"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/DvXgrAnrvSo/hqdefault.jpg,My CS,
9AFA5ea-yU0,How to Code Securely in Python || Security Best Practices in Python Programming,Security,"<iframe src=""https://www.youtube.com/embed/9AFA5ea-yU0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/9AFA5ea-yU0/hqdefault.jpg,My CS,
v97PjikhlA0,List Comprehensions || Python Tutorial,Python,"<iframe src=""https://www.youtube.com/embed/v97PjikhlA0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/v97PjikhlA0/hqdefault.jpg,My CS,
ppFeCso5FDw,How to  Hack with Python || Automation During Penetration Testing,Python,"<iframe src=""https://www.youtube.com/embed/ppFeCso5FDw"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/ppFeCso5FDw/hqdefault.jpg,My CS,
b0j3R2ovpm0,Data Exploration with Pandas || Python Pandas   Data Exploration the Python Way,Python,"<iframe src=""https://www.youtube.com/embed/b0j3R2ovpm0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/b0j3R2ovpm0/hqdefault.jpg,My CS,
HWJkQkGyub0,How to Write the Most Secure JavaScript Code || Best Security Practices in Coding .,Security,"<iframe src=""https://www.youtube.com/embed/HWJkQkGyub0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/HWJkQkGyub0/hqdefault.jpg,My CS,
M2prBUYc8YM,Python project with Raspberry Pi || Physical computing with Raspberry Pi and Python,Python,"<iframe src=""https://www.youtube.com/embed/M2prBUYc8YM"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/M2prBUYc8YM/hqdefault.jpg,My CS,
fQJGxSpgaBA,What is Data Science and How Data Science Works || Easily Explained,Data Science,"<iframe src=""https://www.youtube.com/embed/fQJGxSpgaBA"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/fQJGxSpgaBA/hqdefault.jpg,My CS,
JPd-uD-J2B0,How to use python's datetime package || Python Tutorial || Datetime package || Beginner guide,Python,"<iframe src=""https://www.youtube.com/embed/JPd-uD-J2B0"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/JPd-uD-J2B0/hqdefault.jpg,My CS,
muij7iwjPO4,Cisco advanced networking,Networking,"<iframe src=""https://www.youtube.com/embed/muij7iwjPO4&t=4s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/muij7iwjPO4&t=4s/hqdefault.jpg,Geeks Talk,new
HTEj8UY2TA8,Linux Forensics Tutorial || Linux file system forensics,Linux,"<iframe src=""https://www.youtube.com/embed/HTEj8UY2TA8"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/HTEj8UY2TA8/hqdefault.jpg,Geeks Talk,new
jAKUPm-Cul0,GPS data analysis with Python || Handling GPS data with python,Python,"<iframe src=""https://www.youtube.com/embed/jAKUPm-Cul0&t=19s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/jAKUPm-Cul0&t=19s/hqdefault.jpg,Geeks Talk,new
Z15LKQFR_QU,Windows Security || Windows Security Course,Security,"<iframe src=""https://www.youtube.com/embed/Z15LKQFR_QU&t=45s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/Z15LKQFR_QU&t=45s/hqdefault.jpg,Geeks Talk,best
aDp1nIpOEig,Linux Security Tutorial || Linux Security Crash Course,Security,"<iframe src=""https://www.youtube.com/embed/aDp1nIpOEig&t=17s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/aDp1nIpOEig&t=17s/hqdefault.jpg,Geeks Talk,best
WhWatJEMfas,Quantum supremacy || Google,Quantum,"<iframe src=""https://www.youtube.com/embed/WhWatJEMfas&t=166s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/WhWatJEMfas&t=166s/hqdefault.jpg,Geeks Talk,
f42jVH7puPw,Statistics in Data Science,Statistics,"<iframe src=""https://www.youtube.com/embed/f42jVH7puPw&t=895s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/f42jVH7puPw&t=895s/hqdefault.jpg,Geeks Talk,
UHWaeeI_CQQ,Statistical Data Analysis | Statistical Data Science | Part 2,Data Science,"<iframe src=""https://www.youtube.com/embed/UHWaeeI_CQQ&t=8s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/UHWaeeI_CQQ&t=8s/hqdefault.jpg,Geeks Talk,
bjiKAOT0zAE,Learn R programming for machine learning,Machine Learning,"<iframe src=""https://www.youtube.com/embed/bjiKAOT0zAE&t=2s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/bjiKAOT0zAE&t=2s/hqdefault.jpg,Geeks Talk,
mQCvA__tbLg,Statistic for Data Science | Measures of center and spread,Data Science,"<iframe src=""https://www.youtube.com/embed/mQCvA__tbLg&t=1s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/mQCvA__tbLg&t=1s/hqdefault.jpg,Geeks Talk,
Tw0t2Y4tT-k,Precalculus Crash Course: Trigonometry full course,Calculus,"<iframe src=""https://www.youtube.com/embed/Tw0t2Y4tT-k&t=7s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/Tw0t2Y4tT-k&t=7s/hqdefault.jpg,Geeks Talk,best
VTJxhgGa-uI,Python for Beginners | Python Tutorials | Python for Data Science,Data Science,"<iframe src=""https://www.youtube.com/embed/VTJxhgGa-uI&t=9434s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/VTJxhgGa-uI&t=9434s/hqdefault.jpg,Geeks Talk,
IAdqnPN8Qzg,Machine Learning Strategy - How to Pick ML Model,Machine Learning,"<iframe src=""https://www.youtube.com/embed/IAdqnPN8Qzg&t=9s"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",https://i.ytimg.com/vi/IAdqnPN8Qzg&t=9s/hqdefault.jpg,Geeks Talk,best
